tour,date,tournament,winner,loser,B365W,B365L,PSW,PSL
ATP,2020-02-06 00:00:00,Open Sud de France,Herbert P.H.,Auger-Aliassime F.,2.25,1.57,2.2,1.75
ATP,2020-02-06 00:00:00,Open Sud de France,Monfils G.,Mannarino A.,1.57,2.25,1.6,2.51
ATP,2020-02-07 00:00:00,Open Sud de France,Krajinovic F.,Barrere G.,1.53,2.5,1.62,2.49
ATP,2020-02-07 00:00:00,Open Sud de France,Pospisil V.,Gasquet R.,1.5,2.62,1.48,2.9
ATP,2020-02-07 00:00:00,Open Sud de France,Monfils G.,Gombos N.,1.28,3.75,1.33,3.73
ATP,2020-02-07 00:00:00,Open Sud de France,Goffin D.,Herbert P.H.,1.5,2.62,1.61,2.52
ATP,2020-02-08 00:00:00,Open Sud de France,Monfils G.,Krajinovic F.,1.72,2.1,1.71,2.3
ATP,2020-02-08 00:00:00,Open Sud de France,Pospisil V.,Goffin D.,2.5,1.53,2.65,1.56
ATP,2020-02-09 00:00:00,Open Sud de France,Monfils G.,Pospisil V.,1.44,2.75,1.49,2.89
ATP,2020-02-03 00:00:00,Maharashtra Open,Stebe C.M.,Karlovic I.,2.1,1.66,2.3,1.68
ATP,2020-02-03 00:00:00,Maharashtra Open,Sugita Y.,Fabbiano T.,1.4,2.75,1.45,2.95
ATP,2020-02-03 00:00:00,Maharashtra Open,Troicki V.,Nagal S.,1.4,2.75,1.47,2.85
ATP,2020-02-03 00:00:00,Maharashtra Open,Caruso S.,Ramanathan R.,1.83,1.83,2.02,1.88
ATP,2020-02-04 00:00:00,Maharashtra Open,Duckworth J.,Gojowczyk P.,1.72,2,1.8,2.11
ATP,2020-02-04 00:00:00,Maharashtra Open,Gerasimov E.,Lorenzi P.,1.33,3.25,1.41,3.14
ATP,2020-02-04 00:00:00,Maharashtra Open,Marcora R.,Rosol L.,2.37,1.53,2.3,1.68
ATP,2020-02-04 00:00:00,Maharashtra Open,Milojevic N.,Hoang A.,1.57,2.25,1.71,2.24
ATP,2020-02-04 00:00:00,Maharashtra Open,Ivashka I.,Donskoy E.,1.53,2.37,1.58,2.53
ATP,2020-02-04 00:00:00,Maharashtra Open,Vesely J.,Kadhe A.,1.08,8,1.1,8.4
ATP,2020-02-04 00:00:00,Maharashtra Open,Gunneswaran P.,Maden Y.,1.57,2.25,1.64,2.38
ATP,2020-02-05 00:00:00,Maharashtra Open,Daniel T.,Mukund S.,1.36,3,1.4,3.18
ATP,2020-02-05 00:00:00,Maharashtra Open,Vesely J.,Caruso S.,1.61,2.2,1.71,2.27
ATP,2020-02-05 00:00:00,Maharashtra Open,Berankis R.,Stebe C.M.,1.83,1.83,1.83,2.09
ATP,2020-02-05 00:00:00,Maharashtra Open,Sugita Y.,Troicki V.,1.53,2.37,1.59,2.52
ATP,2020-02-05 00:00:00,Maharashtra Open,Ivashka I.,Travaglia S.,1.61,2.2,1.63,2.44
ATP,2020-02-06 00:00:00,Maharashtra Open,Duckworth J.,Daniel T.,1.61,2.2,1.7,2.29
ATP,2020-02-06 00:00:00,Maharashtra Open,Gerasimov E.,Milojevic N.,1.53,2.37,1.63,2.44
ATP,2020-02-06 00:00:00,Maharashtra Open,Kwon S.W.,Gunneswaran P.,1.72,2,1.72,2.26
ATP,2020-02-06 00:00:00,Maharashtra Open,Marcora R.,Paire B.,3,1.36,3.51,1.35
ATP,2020-02-07 00:00:00,Maharashtra Open,Vesely J.,Ivashka I.,2.2,1.66,2.21,1.76
ATP,2020-02-07 00:00:00,Maharashtra Open,Berankis R.,Sugita Y.,1.8,2,1.77,2.2
ATP,2020-02-07 00:00:00,Maharashtra Open,Duckworth J.,Marcora R.,1.53,2.5,1.65,2.41
ATP,2020-02-07 00:00:00,Maharashtra Open,Gerasimov E.,Kwon S.W.,1.9,1.9,2.02,1.9
ATP,2020-02-08 00:00:00,Maharashtra Open,Vesely J.,Berankis R.,2,1.8,2.02,1.91
ATP,2020-02-08 00:00:00,Maharashtra Open,Gerasimov E.,Duckworth J.,1.66,2.2,1.75,2.23
ATP,2020-02-09 00:00:00,Maharashtra Open,Vesely J.,Gerasimov E.,2.37,1.57,2.51,1.61
ATP,2020-02-10 00:00:00,Argentina Open,Monteiro T.,Munar J.,1.9,1.8,1.93,1.96
ATP,2020-02-10 00:00:00,Argentina Open,Ruud C.,Andujar P.,1.61,2.2,1.74,2.2
ATP,2020-02-10 00:00:00,Argentina Open,Cuevas P.,Sonego L.,1.53,2.37,1.61,2.44
ATP,2020-02-11 00:00:00,Argentina Open,Delbonis F.,Dellien H.,1.36,3,1.43,3.04
ATP,2020-02-11 00:00:00,Argentina Open,Carballes Baena R.,Cecchinato M.,3,1.36,3.23,1.39
ATP,2020-02-11 00:00:00,Argentina Open,Bagnis F.,Martin A.,2.1,1.66,2.08,1.82
ATP,2020-02-11 00:00:00,Argentina Open,Kovalik J.,Moutet C.,2.1,1.66,2.1,1.81
ATP,2020-02-11 00:00:00,Argentina Open,Sousa P.,Diaz Acosta F.,1.36,3,,
ATP,2020-02-11 00:00:00,Argentina Open,Martinez P.,Domingues J.,,,,
ATP,2020-02-11 00:00:00,Argentina Open,Djere L.,Cerundolo F.,1.4,2.75,1.54,2.64
ATP,2020-02-11 00:00:00,Argentina Open,Londero J.I.,Horansky F.,1.28,3.5,1.31,3.77
ATP,2020-02-12 00:00:00,Argentina Open,Ramos-Vinolas A.,Mayer L.,1.53,2.37,1.7,2.26
ATP,2020-02-12 00:00:00,Argentina Open,Sousa P.,Kovalik J.,3.25,1.33,3.14,1.42
ATP,2020-02-12 00:00:00,Argentina Open,Lajovic D.,Martinez P.,1.44,2.62,1.6,2.51
ATP,2020-02-12 00:00:00,Argentina Open,Ruud C.,Carballes Baena R.,1.3,3.4,1.35,3.49
ATP,2020-02-13 00:00:00,Argentina Open,Monteiro T.,Coric B.,1.72,2,1.72,2.26
ATP,2020-02-13 00:00:00,Argentina Open,Londero J.I.,Djere L.,1.72,2,1.91,2
ATP,2020-02-13 00:00:00,Argentina Open,Cuevas P.,Ramos-Vinolas A.,1.57,2.25,1.71,2.27
ATP,2020-02-13 00:00:00,Argentina Open,Pella G.,Bagnis F.,1.44,2.62,1.5,2.8
ATP,2020-02-14 00:00:00,Argentina Open,Schwartzman D.,Delbonis F.,1.2,4.33,1.25,4.44
ATP,2020-02-14 00:00:00,Argentina Open,Ruud C.,Lajovic D.,1.5,2.62,1.55,2.66
ATP,2020-02-14 00:00:00,Argentina Open,Londero J.I.,Pella G.,1.9,1.9,2.11,1.83
ATP,2020-02-14 00:00:00,Argentina Open,Schwartzman D.,Cuevas P.,1.33,3.4,1.34,3.67
ATP,2020-02-15 00:00:00,Argentina Open,Sousa P.,Monteiro T.,3.5,1.3,3.54,1.36
ATP,2020-02-15 00:00:00,Argentina Open,Ruud C.,Londero J.I.,1.57,2.37,1.54,2.69
ATP,2020-02-15 00:00:00,Argentina Open,Sousa P.,Schwartzman D.,2.5,1.53,2.59,1.58
ATP,2020-02-16 00:00:00,Argentina Open,Ruud C.,Sousa P.,1.14,5.5,1.15,6.51
ATP,2020-02-10 00:00:00,New York Open,Kecmanovic M.,Paul T.,2.2,1.61,2.21,1.74
ATP,2020-02-10 00:00:00,New York Open,Seppi A.,Dzumhur D.,2,1.72,2.05,1.85
ATP,2020-02-11 00:00:00,New York Open,Johnson S.,Sandgren T.,2,1.72,2.24,1.71
ATP,2020-02-11 00:00:00,New York Open,Giron M.,Sock J.,1.72,2,1.83,2.07
ATP,2020-02-11 00:00:00,New York Open,Thompson J.,Karlovic I.,1.72,2,1.86,2.03
ATP,2020-02-11 00:00:00,New York Open,Kwon S.W.,Soeda G.,1.61,2.2,1.62,2.43
ATP,2020-02-11 00:00:00,New York Open,Edmund K.,Uchiyama Y.,1.3,3.4,1.33,3.59
ATP,2020-02-11 00:00:00,New York Open,Lorenzi P.,Petrovic D.,1.83,1.83,2.06,1.83
ATP,2020-02-11 00:00:00,New York Open,Koepfer D.,Schnur B.,1.5,2.5,1.71,2.25
ATP,2020-02-11 00:00:00,New York Open,Nishioka Y.,Laaksonen H.,1.25,3.75,1.25,4.31
ATP,2020-02-12 00:00:00,New York Open,Norrie C.,Shi B.,1.03,15,1.03,18.1
ATP,2020-02-12 00:00:00,New York Open,Jung J.,Anderson K.,3.4,1.3,3.69,1.32
ATP,2020-02-12 00:00:00,New York Open,Kecmanovic M.,Lorenzi P.,1.28,3.5,1.29,4.01
ATP,2020-02-12 00:00:00,New York Open,Seppi A.,Johnson S.,2.37,1.53,2.56,1.58
ATP,2020-02-13 00:00:00,New York Open,Kwon S.W.,Raonic M.,4.5,1.18,5.3,1.2
ATP,2020-02-13 00:00:00,New York Open,Humbert U.,Giron M.,1.28,3.5,1.33,3.68
ATP,2020-02-13 00:00:00,New York Open,Edmund K.,Koepfer D.,1.4,2.75,1.43,3.06
ATP,2020-02-13 00:00:00,New York Open,Jung J.,Norrie C.,1.9,1.8,2.23,1.74
ATP,2020-02-13 00:00:00,New York Open,Opelka R.,Nishioka Y.,1.53,2.37,1.55,2.63
ATP,2020-02-14 00:00:00,New York Open,Thompson J.,Isner J.,2.5,1.5,2.66,1.54
ATP,2020-02-14 00:00:00,New York Open,Kecmanovic M.,Humbert U.,2.1,1.72,2.18,1.78
ATP,2020-02-14 00:00:00,New York Open,Edmund K.,Kwon S.W.,1.61,2.3,1.6,2.55
ATP,2020-02-15 00:00:00,New York Open,Jung J.,Opelka R.,3.4,1.33,3.42,1.38
ATP,2020-02-15 00:00:00,New York Open,Seppi A.,Thompson J.,2.1,1.72,2,1.93
ATP,2020-02-15 00:00:00,New York Open,Edmund K.,Kecmanovic M.,1.8,2,1.85,2.08
ATP,2020-02-16 00:00:00,New York Open,Seppi A.,Jung J.,1.72,2.1,1.73,2.26
ATP,2020-02-16 00:00:00,New York Open,Edmund K.,Seppi A.,1.36,3.2,1.41,3.22
ATP,2020-02-10 00:00:00,ABN AMRO World Tennis Tournament,Carreno Busta P.,Mannarino A.,1.72,2,1.72,2.23
ATP,2020-02-10 00:00:00,ABN AMRO World Tennis Tournament,Bautista Agut R.,Fucsovics M.,1.53,2.37,1.58,2.53
ATP,2020-02-10 00:00:00,ABN AMRO World Tennis Tournament,Dimitrov G.,Shapovalov D.,1.83,1.83,1.85,2.04
ATP,2020-02-10 00:00:00,ABN AMRO World Tennis Tournament,Evans D.,Kohlschreiber P.,2,1.72,2.27,1.7
ATP,2020-02-11 00:00:00,ABN AMRO World Tennis Tournament,Auger-Aliassime F.,Struff J.L.,2.1,1.66,2.16,1.76
ATP,2020-02-11 00:00:00,ABN AMRO World Tennis Tournament,Bublik A.,Barrere G.,2.1,1.66,2.06,1.84
ATP,2020-02-11 00:00:00,ABN AMRO World Tennis Tournament,Khachanov K.,Fognini F.,1.5,2.5,1.57,2.55
ATP,2020-02-11 00:00:00,ABN AMRO World Tennis Tournament,Rublev A.,Basilashvili N.,1.33,3.25,1.33,3.62
ATP,2020-02-11 00:00:00,ABN AMRO World Tennis Tournament,Bedene A.,Paire B.,1.8,1.9,1.93,1.95
ATP,2020-02-11 00:00:00,ABN AMRO World Tennis Tournament,Tsitsipas S.,Hurkacz H.,1.36,3,1.32,3.66
ATP,2020-02-11 00:00:00,ABN AMRO World Tennis Tournament,Krajinovic F.,Griekspoor T.,1.22,4,1.31,3.74
ATP,2020-02-12 00:00:00,ABN AMRO World Tennis Tournament,Sinner J.,Albot R.,1.33,3.25,1.4,3.18
ATP,2020-02-12 00:00:00,ABN AMRO World Tennis Tournament,Simon G.,Kukushkin M.,1.9,1.8,2.16,1.76
ATP,2020-02-12 00:00:00,ABN AMRO World Tennis Tournament,Goffin D.,Haase R.,1.14,5.5,1.16,6.11
ATP,2020-02-12 00:00:00,ABN AMRO World Tennis Tournament,Monfils G.,Sousa J.,1.16,5,1.17,5.85
ATP,2020-02-12 00:00:00,ABN AMRO World Tennis Tournament,Pospisil V.,Medvedev D.,4.33,1.2,5.15,1.2
ATP,2020-02-12 00:00:00,ABN AMRO World Tennis Tournament,Carreno Busta P.,Bautista Agut R.,3,1.36,3.32,1.38
ATP,2020-02-12 00:00:00,ABN AMRO World Tennis Tournament,Evans D.,Khachanov K.,2.37,1.53,2.57,1.57
ATP,2020-02-12 00:00:00,ABN AMRO World Tennis Tournament,Auger-Aliassime F.,Dimitrov G.,2.37,1.53,2.51,1.6
ATP,2020-02-13 00:00:00,ABN AMRO World Tennis Tournament,Sinner J.,Goffin D.,3,1.36,3.53,1.35
ATP,2020-02-13 00:00:00,ABN AMRO World Tennis Tournament,Rublev A.,Bublik A.,1.16,5,1.19,5.38
ATP,2020-02-13 00:00:00,ABN AMRO World Tennis Tournament,Bedene A.,Tsitsipas S.,4,1.22,5.04,1.21
ATP,2020-02-13 00:00:00,ABN AMRO World Tennis Tournament,Monfils G.,Simon G.,1.33,3.25,1.41,3.19
ATP,2020-02-13 00:00:00,ABN AMRO World Tennis Tournament,Krajinovic F.,Pospisil V.,1.83,1.83,2.05,1.86
ATP,2020-02-14 00:00:00,ABN AMRO World Tennis Tournament,Carreno Busta P.,Sinner J.,1.8,2,1.85,2.09
ATP,2020-02-14 00:00:00,ABN AMRO World Tennis Tournament,Auger-Aliassime F.,Bedene A.,1.5,2.62,1.51,2.81
ATP,2020-02-14 00:00:00,ABN AMRO World Tennis Tournament,Monfils G.,Evans D.,1.44,2.75,1.53,2.74
ATP,2020-02-14 00:00:00,ABN AMRO World Tennis Tournament,Krajinovic F.,Rublev A.,3.4,1.33,3.41,1.38
ATP,2020-02-15 00:00:00,ABN AMRO World Tennis Tournament,Auger-Aliassime F.,Carreno Busta P.,1.53,2.5,1.56,2.64
ATP,2020-02-15 00:00:00,ABN AMRO World Tennis Tournament,Monfils G.,Krajinovic F.,1.61,2.3,1.58,2.58
ATP,2020-02-16 00:00:00,ABN AMRO World Tennis Tournament,Monfils G.,Auger-Aliassime F.,1.57,2.37,1.62,2.49
ATP,2020-02-17 00:00:00,Delray Beach Open,Mcdonald M.,Uchiyama Y.,1.61,2.2,1.62,2.43
ATP,2020-02-17 00:00:00,Delray Beach Open,Harrison R.,Dzumhur D.,3.25,1.33,3.58,1.33
ATP,2020-02-17 00:00:00,Delray Beach Open,Nakashima B.,Vesely J.,2,1.72,2.05,1.85
ATP,2020-02-17 00:00:00,Delray Beach Open,Kwon S.W.,Mannarino A.,1.8,1.9,2,1.89
ATP,2020-02-17 00:00:00,Delray Beach Open,Nishioka Y.,Millman J.,1.83,1.83,2.02,1.88
ATP,2020-02-18 00:00:00,Delray Beach Open,Tiafoe F.,Gomez E.,1.28,3.5,1.28,4.07
ATP,2020-02-18 00:00:00,Delray Beach Open,Norrie C.,Fritz T.,2.75,1.4,2.81,1.48
ATP,2020-02-18 00:00:00,Delray Beach Open,Stebe C.M.,Tomic B.,1.3,3.4,1.35,3.49
ATP,2020-02-18 00:00:00,Delray Beach Open,Kecmanovic M.,Thompson J.,1.5,2.5,1.53,2.67
ATP,2020-02-18 00:00:00,Delray Beach Open,Johnson S.,Laaksonen H.,1.36,3,1.36,3.42
ATP,2020-02-18 00:00:00,Delray Beach Open,Raonic M.,Istomin D.,1.18,4.5,1.16,6.12
ATP,2020-02-18 00:00:00,Delray Beach Open,Humbert U.,Kozlov S.,1.2,4.33,1.22,4.69
ATP,2020-02-18 00:00:00,Delray Beach Open,Rubin N.,Jung J.,2,1.72,2.2,1.74
ATP,2020-02-18 00:00:00,Delray Beach Open,Opelka R.,Gulbis E.,1.61,2.2,1.66,2.34
ATP,2020-02-18 00:00:00,Delray Beach Open,Sock J.,Albot R.,2.5,1.5,2.56,1.56
ATP,2020-02-19 00:00:00,Delray Beach Open,Paul T.,Galan D.E.,1.28,3.5,1.28,3.94
ATP,2020-02-19 00:00:00,Delray Beach Open,Kwon S.W.,Harrison R.,1.33,3.25,1.45,2.96
ATP,2020-02-19 00:00:00,Delray Beach Open,Nishioka Y.,Rubin N.,1.22,4,1.28,4.11
ATP,2020-02-19 00:00:00,Delray Beach Open,Nakashima B.,Norrie C.,1.8,1.9,1.85,2.07
ATP,2020-02-19 00:00:00,Delray Beach Open,Opelka R.,Mcdonald M.,1.5,2.5,1.51,2.75
ATP,2020-02-20 00:00:00,Delray Beach Open,Humbert U.,Kecmanovic M.,2,1.72,2.11,1.81
ATP,2020-02-20 00:00:00,Delray Beach Open,Tiafoe F.,Paul T.,1.8,1.9,1.91,2
ATP,2020-02-20 00:00:00,Delray Beach Open,Johnson S.,Sock J.,1.36,3,1.43,3.1
ATP,2020-02-21 00:00:00,Delray Beach Open,Raonic M.,Stebe C.M.,1.12,6,1.14,6.89
ATP,2020-02-21 00:00:00,Delray Beach Open,Humbert U.,Tiafoe F.,1.8,2,1.87,2.06
ATP,2020-02-21 00:00:00,Delray Beach Open,Nishioka Y.,Nakashima B.,1.53,2.5,1.56,2.64
ATP,2020-02-21 00:00:00,Delray Beach Open,Opelka R.,Kwon S.W.,1.61,2.3,1.67,2.38
ATP,2020-02-22 00:00:00,Delray Beach Open,Raonic M.,Johnson S.,1.3,3.5,1.32,3.79
ATP,2020-02-22 00:00:00,Delray Beach Open,Nishioka Y.,Humbert U.,2.37,1.57,2.49,1.62
ATP,2020-02-23 00:00:00,Delray Beach Open,Opelka R.,Raonic M.,2.75,1.44,2.87,1.49
ATP,2020-02-23 00:00:00,Delray Beach Open,Opelka R.,Nishioka Y.,1.5,2.62,1.58,2.55
ATP,2020-02-17 00:00:00,Open 13,Ymer M.,Gasquet R.,1.72,2,1.77,2.16
ATP,2020-02-17 00:00:00,Open 13,Paire B.,Barrere G.,1.61,2.2,1.74,2.21
ATP,2020-02-17 00:00:00,Open 13,Bublik A.,Fucsovics M.,2.5,1.5,2.75,1.5
ATP,2020-02-18 00:00:00,Open 13,Hurkacz H.,Hoang A.,1.33,3.25,1.25,4.4
ATP,2020-02-18 00:00:00,Open 13,Pospisil V.,Ruusuvuori E.,1.4,2.75,1.52,2.71
ATP,2020-02-18 00:00:00,Open 13,Sinner J.,Gombos N.,1.4,2.75,1.45,2.94
ATP,2020-02-18 00:00:00,Open 13,Cilic M.,Ivashka I.,1.36,3,1.38,3.29
ATP,2020-02-18 00:00:00,Open 13,Simon G.,Mayot H.,1.3,3.4,1.23,4.63
ATP,2020-02-18 00:00:00,Open 13,Bedene A.,Khachanov K.,2.62,1.44,3.18,1.4
ATP,2020-02-19 00:00:00,Open 13,Gerasimov E.,Novak D.,1.66,2.1,1.68,2.32
ATP,2020-02-19 00:00:00,Open 13,Herbert P.H.,Kukushkin M.,1.57,2.25,1.6,2.47
ATP,2020-02-19 00:00:00,Open 13,Auger-Aliassime F.,Travaglia S.,1.28,3.5,1.27,4.19
ATP,2020-02-19 00:00:00,Open 13,Pospisil V.,Hurkacz H.,2.2,1.61,2.17,1.77
ATP,2020-02-19 00:00:00,Open 13,Tsitsipas S.,Ymer M.,1.22,4,1.25,4.42
ATP,2020-02-19 00:00:00,Open 13,Bublik A.,Paire B.,2.25,1.57,2.31,1.69
ATP,2020-02-20 00:00:00,Open 13,Simon G.,Bedene A.,2.37,1.53,2.44,1.63
ATP,2020-02-20 00:00:00,Open 13,Shapovalov D.,Cilic M.,1.72,2,1.83,2.09
ATP,2020-02-20 00:00:00,Open 13,Medvedev D.,Sinner J.,1.25,3.75,1.3,3.96
ATP,2020-02-20 00:00:00,Open 13,Auger-Aliassime F.,Herbert P.H.,1.9,1.8,2.02,1.89
ATP,2020-02-20 00:00:00,Open 13,Gerasimov E.,Goffin D.,2.62,1.44,2.95,1.46
ATP,2020-02-21 00:00:00,Open 13,Bublik A.,Shapovalov D.,2.75,1.44,3.36,1.38
ATP,2020-02-21 00:00:00,Open 13,Tsitsipas S.,Pospisil V.,1.44,2.75,1.47,2.94
ATP,2020-02-21 00:00:00,Open 13,Simon G.,Medvedev D.,4.5,1.2,5.25,1.21
ATP,2020-02-21 00:00:00,Open 13,Auger-Aliassime F.,Gerasimov E.,1.53,2.5,1.62,2.5
ATP,2020-02-22 00:00:00,Open 13,Tsitsipas S.,Bublik A.,1.22,4.33,1.22,5.01
ATP,2020-02-22 00:00:00,Open 13,Auger-Aliassime F.,Simon G.,1.57,2.37,1.69,2.33
ATP,2020-02-23 00:00:00,Open 13,Tsitsipas S.,Auger-Aliassime F.,1.44,2.75,1.41,3.22
ATP,2020-02-17 00:00:00,Rio Open,Delbonis F.,Carballes Baena R.,1.57,2.25,1.65,2.36
ATP,2020-02-17 00:00:00,Rio Open,Garin C.,Martin A.,1.25,3.75,1.32,3.66
ATP,2020-02-17 00:00:00,Rio Open,Andujar P.,Verdasco F.,2.25,1.57,2.24,1.71
ATP,2020-02-17 00:00:00,Rio Open,Martinez P.,Dellien H.,1.72,2,1.85,2.05
ATP,2020-02-17 00:00:00,Rio Open,Seyboth Wild T.,Davidovich Fokina A.,2.25,1.57,2.34,1.66
ATP,2020-02-17 00:00:00,Rio Open,Coria F.,Moutet C.,2.25,1.57,2.27,1.7
ATP,2020-02-18 00:00:00,Rio Open,Alcaraz C.,Ramos-Vinolas A.,4.33,1.2,4.1,1.27
ATP,2020-02-18 00:00:00,Rio Open,Balazs A.,Cuevas P.,3.75,1.25,3.57,1.33
ATP,2020-02-18 00:00:00,Rio Open,Lajovic D.,Cecchinato M.,1.61,2.2,1.66,2.35
ATP,2020-02-18 00:00:00,Rio Open,Coric B.,Londero J.I.,1.9,1.8,2.1,1.81
ATP,2020-02-18 00:00:00,Rio Open,Munar J.,Caruso S.,1.5,2.5,1.6,2.47
ATP,2020-02-18 00:00:00,Rio Open,Sonego L.,Mayer L.,1.8,1.9,1.94,1.94
ATP,2020-02-18 00:00:00,Rio Open,Domingues J.,Gaio F.,1.72,2,,
ATP,2020-02-18 00:00:00,Rio Open,Mager G.,Ruud C.,3.75,1.25,4.59,1.23
ATP,2020-02-18 00:00:00,Rio Open,Thiem D.,Meligeni Rodrigues F,1.01,26,1.01,26.59
ATP,2020-02-19 00:00:00,Rio Open,Monteiro T.,Pella G.,2.1,1.66,2.03,1.86
ATP,2020-02-19 00:00:00,Rio Open,Garin C.,Delbonis F.,1.5,2.5,1.56,2.62
ATP,2020-02-19 00:00:00,Rio Open,Martinez P.,Andujar P.,2.5,1.5,2.46,1.62
ATP,2020-02-19 00:00:00,Rio Open,Balazs A.,Monteiro T.,2.62,1.44,2.81,1.5
ATP,2020-02-20 00:00:00,Rio Open,Coria F.,Alcaraz C.,1.83,1.83,1.88,2.02
ATP,2020-02-20 00:00:00,Rio Open,Mager G.,Domingues J.,1.4,2.75,1.47,2.91
ATP,2020-02-20 00:00:00,Rio Open,Sonego L.,Lajovic D.,2.62,1.44,2.84,1.49
ATP,2020-02-20 00:00:00,Rio Open,Coric B.,Seyboth Wild T.,1.36,3,1.34,3.6
ATP,2020-02-21 00:00:00,Rio Open,Thiem D.,Munar J.,1.18,4.5,1.17,5.92
ATP,2020-02-21 00:00:00,Rio Open,Garin C.,Coria F.,1.2,4.5,1.19,5.62
ATP,2020-02-22 00:00:00,Rio Open,Coric B.,Sonego L.,1.72,2.1,1.71,2.29
ATP,2020-02-22 00:00:00,Rio Open,Balazs A.,Martinez P.,2.3,1.61,2.29,1.72
ATP,2020-02-22 00:00:00,Rio Open,Mager G.,Thiem D.,6.5,1.11,7.03,1.14
ATP,2020-02-23 00:00:00,Rio Open,Garin C.,Coric B.,1.66,2.2,1.61,2.52
ATP,2020-02-23 00:00:00,Rio Open,Mager G.,Balazs A.,1.4,3,1.42,3.1
ATP,2020-02-23 00:00:00,Rio Open,Garin C.,Mager G.,1.25,4,1.3,3.93
ATP,2020-02-24 00:00:00,Abierto Mexicano,Mannarino A.,Norrie C.,1.83,1.83,1.88,2.02
ATP,2020-02-25 00:00:00,Abierto Mexicano,Paul T.,Mcdonald M.,1.44,2.62,1.43,3.02
ATP,2020-02-25 00:00:00,Abierto Mexicano,Kecmanovic M.,De Minaur A.,2,1.72,1.99,1.89
ATP,2020-02-25 00:00:00,Abierto Mexicano,Wawrinka S.,Tiafoe F.,1.36,3,1.41,3.15
ATP,2020-02-25 00:00:00,Abierto Mexicano,Giron M.,Lopez Villasenor G.,1.12,6,1.12,7.25
ATP,2020-02-25 00:00:00,Abierto Mexicano,Edmund K.,Lopez F.,1.3,3.4,1.32,3.67
ATP,2020-02-25 00:00:00,Abierto Mexicano,Martinez P.,Albot R.,2,1.72,2.18,1.75
ATP,2020-02-25 00:00:00,Abierto Mexicano,Kwon S.W.,Daniel T.,1.44,2.62,1.56,2.57
ATP,2020-02-25 00:00:00,Abierto Mexicano,Dimitrov G.,Dzumhur D.,1.33,3.25,1.35,3.48
ATP,2020-02-25 00:00:00,Abierto Mexicano,Auger-Aliassime F.,Bolt A.,1.4,2.75,1.37,3.35
ATP,2020-02-26 00:00:00,Abierto Mexicano,Lajovic D.,Johnson S.,2,1.72,2.14,1.78
ATP,2020-02-26 00:00:00,Abierto Mexicano,Zverev A.,Jung J.,1.16,5,1.16,5.97
ATP,2020-02-26 00:00:00,Abierto Mexicano,Nadal R.,Andujar P.,1.03,15,1.02,18.91
ATP,2020-02-26 00:00:00,Abierto Mexicano,Fritz T.,Millman J.,1.83,1.83,1.87,2.03
ATP,2020-02-26 00:00:00,Abierto Mexicano,Isner J.,Zverev M.,1.36,3,1.38,3.27
ATP,2020-02-26 00:00:00,Abierto Mexicano,Humbert U.,Kyrgios N.,2.75,1.4,2.68,1.52
ATP,2020-02-26 00:00:00,Abierto Mexicano,Edmund K.,Auger-Aliassime F.,1.66,2.1,1.71,2.27
ATP,2020-02-26 00:00:00,Abierto Mexicano,Kwon S.W.,Lajovic D.,1.83,1.83,1.93,1.98
ATP,2020-02-26 00:00:00,Abierto Mexicano,Isner J.,Giron M.,1.28,3.5,1.32,3.74
ATP,2020-02-27 00:00:00,Abierto Mexicano,Paul T.,Zverev A.,4.33,1.2,4.53,1.24
ATP,2020-02-27 00:00:00,Abierto Mexicano,Dimitrov G.,Mannarino A.,1.33,3.25,1.39,3.3
ATP,2020-02-27 00:00:00,Abierto Mexicano,Fritz T.,Humbert U.,2,1.72,2.21,1.75
ATP,2020-02-27 00:00:00,Abierto Mexicano,Wawrinka S.,Martinez P.,1.12,6,1.16,6.25
ATP,2020-02-27 00:00:00,Abierto Mexicano,Nadal R.,Kecmanovic M.,1.07,9,1.08,10.19
ATP,2020-02-27 00:00:00,Abierto Mexicano,Isner J.,Paul T.,1.72,2.1,1.77,2.2
ATP,2020-02-28 00:00:00,Abierto Mexicano,Fritz T.,Edmund K.,2.3,1.61,2.37,1.67
ATP,2020-02-28 00:00:00,Abierto Mexicano,Dimitrov G.,Wawrinka S.,2.37,1.57,2.72,1.53
ATP,2020-02-28 00:00:00,Abierto Mexicano,Nadal R.,Kwon S.W.,1.05,11,1.04,17.14
ATP,2020-02-29 00:00:00,Abierto Mexicano,Fritz T.,Isner J.,1.9,1.9,1.87,2.06
ATP,2020-02-29 00:00:00,Abierto Mexicano,Nadal R.,Dimitrov G.,1.11,6.5,1.15,6.83
ATP,2020-03-01 00:00:00,Abierto Mexicano,Nadal R.,Fritz T.,1.06,10,1.07,11.47
ATP,2020-02-24 00:00:00,Dubai Tennis Championships,Khachanov K.,Kukushkin M.,1.36,3,1.39,3.23
ATP,2020-02-24 00:00:00,Dubai Tennis Championships,Kohlschreiber P.,Safwat M.,1.25,3.75,1.29,3.92
ATP,2020-02-24 00:00:00,Dubai Tennis Championships,Rublev A.,Musetti L.,1.11,6.5,1.11,7.97
ATP,2020-02-24 00:00:00,Dubai Tennis Championships,Gasquet R.,Harris L.,1.72,2,1.88,2.01
ATP,2020-02-24 00:00:00,Dubai Tennis Championships,Djokovic N.,Jaziri M.,1,51,1.01,28.6
