tour,date,tournament,winner,loser,B365W,B365L,PSW,PSL
WTA,2024-01-18 00:00:00,Australian Open,Zheng Q.,Boulter K.,1.36,3.2,1.42,3.13
WTA,2024-01-18 00:00:00,Australian Open,Navarro E.,Cocciaretto E.,1.33,3.4,1.36,3.48
WTA,2024-01-18 00:00:00,Australian Open,Svitolina E.,Tomova V.,1.17,5,1.19,5.52
WTA,2024-01-18 00:00:00,Australian Open,Wang Y.,Raducanu E.,4,1.25,4.15,1.28
WTA,2024-01-18 00:00:00,Australian Open,Golubic V.,Siniakova K.,3,1.4,2.85,1.49
WTA,2024-01-18 00:00:00,Australian Open,Blinkova A.,Rybakina E.,11,1.05,14.07,1.06
WTA,2024-01-18 00:00:00,Australian Open,Yastremska D.,Gracheva V.,1.73,2.1,1.76,2.2
WTA,2024-01-18 00:00:00,Australian Open,Ostapenko J.,Tomljanovic A.,1.25,4,1.3,3.92
WTA,2024-01-18 00:00:00,Australian Open,Azarenka V.,Tauson C.,1.44,2.75,1.48,2.87
WTA,2024-01-19 00:00:00,Australian Open,Anisimova A.,Badosa P.,2.38,1.57,2.48,1.61
WTA,2024-01-19 00:00:00,Australian Open,Sabalenka A.,Tsurenko L.,1.05,11,1.08,11.81
WTA,2024-01-19 00:00:00,Australian Open,Andreeva M.,Parry D.,1.08,8,1.12,7.92
WTA,2024-01-19 00:00:00,Australian Open,Kostyuk M.,Avanesyan E.,1.25,4,1.28,4.07
WTA,2024-01-19 00:00:00,Australian Open,Gauff C.,Parks A.,1.05,11,1.06,13.09
WTA,2024-01-19 00:00:00,Australian Open,Frech M.,Zakharova A.,1.53,2.5,1.63,2.45
WTA,2024-01-19 00:00:00,Australian Open,Timofeeva M.,Haddad Maia B.,4,1.25,4.4,1.25
WTA,2024-01-19 00:00:00,Australian Open,Krejcikova B.,Hunter S.,1.22,4.33,1.24,4.63
WTA,2024-01-20 00:00:00,Australian Open,Kalinskaya A.,Stephens S.,1.73,2.1,1.68,2.33
WTA,2024-01-20 00:00:00,Australian Open,Yastremska D.,Navarro E.,2.75,1.44,2.93,1.46
WTA,2024-01-20 00:00:00,Australian Open,Zheng Q.,Wang Y.,1.17,5,1.19,5.5
WTA,2024-01-20 00:00:00,Australian Open,Dodin O.,Burel C.,3.4,1.33,3.5,1.35
WTA,2024-01-20 00:00:00,Australian Open,Paolini J.,Blinkova A.,1.67,2.2,1.56,2.6
WTA,2024-01-20 00:00:00,Australian Open,Azarenka V.,Ostapenko J.,2.1,1.73,2,1.91
WTA,2024-01-20 00:00:00,Australian Open,Noskova L.,Swiatek I.,10,1.06,12.06,1.07
WTA,2024-01-20 00:00:00,Australian Open,Svitolina E.,Golubic V.,1.14,5.5,1.18,5.7
WTA,2024-01-21 00:00:00,Australian Open,Gauff C.,Frech M.,1.04,13,1.06,12.99
WTA,2024-01-21 00:00:00,Australian Open,Sabalenka A.,Anisimova A.,1.2,4.5,1.21,5.14
WTA,2024-01-21 00:00:00,Australian Open,Kostyuk M.,Timofeeva M.,1.5,2.63,1.52,2.73
WTA,2024-01-21 00:00:00,Australian Open,Krejcikova B.,Andreeva M.,2.5,1.53,2.48,1.61
WTA,2024-01-22 00:00:00,Australian Open,Yastremska D.,Azarenka V.,3.4,1.33,3.9,1.3
WTA,2024-01-22 00:00:00,Australian Open,Noskova L.,Svitolina E.,2.63,1.5,2.79,1.5
WTA,2024-01-22 00:00:00,Australian Open,Kalinskaya A.,Paolini J.,1.57,2.38,1.64,2.42
WTA,2024-01-22 00:00:00,Australian Open,Zheng Q.,Dodin O.,1.2,4.5,1.23,4.71
WTA,2024-01-23 00:00:00,Australian Open,Gauff C.,Kostyuk M.,1.11,6.5,1.15,6.54
WTA,2024-01-23 00:00:00,Australian Open,Sabalenka A.,Krejcikova B.,1.14,5.5,1.18,5.59
WTA,2024-01-24 00:00:00,Australian Open,Yastremska D.,Noskova L.,2.5,1.53,2.47,1.61
WTA,2024-01-24 00:00:00,Australian Open,Zheng Q.,Kalinskaya A.,1.62,2.3,1.64,2.41
WTA,2024-01-25 00:00:00,Australian Open,Sabalenka A.,Gauff C.,1.44,2.75,1.51,2.78
WTA,2024-01-25 00:00:00,Australian Open,Zheng Q.,Yastremska D.,1.44,2.75,1.51,2.77
WTA,2024-01-27 00:00:00,Australian Open,Sabalenka A.,Zheng Q.,1.15,6,1.17,5.88
WTA,2024-01-29 00:00:00,Thailand Open,Wang Xiy.,Wang Q.,1.22,4.33,1.22,4.65
WTA,2024-01-29 00:00:00,Thailand Open,Hibino N.,Rakhimova K.,2.38,1.57,2.23,1.71
WTA,2024-01-29 00:00:00,Thailand Open,Galfi D.,Tomljanovic A.,3.4,1.33,3.63,1.32
WTA,2024-01-29 00:00:00,Thailand Open,Wang Xin.,Bektas E.,1.36,3.2,1.38,3.23
WTA,2024-01-29 00:00:00,Thailand Open,Shnaider D.,Linette M.,2,1.8,2.01,1.86
WTA,2024-01-29 00:00:00,Thailand Open,Golubic V.,Pigossi L.,1.14,5.5,1.16,5.81
WTA,2024-01-29 00:00:00,Thailand Open,Badosa P.,Tararudee L.,1.02,19,1.03,20.95
WTA,2024-01-30 00:00:00,Thailand Open,Rodionova Ar.,Yuan Y.,3.75,1.29,4.04,1.27
WTA,2024-01-30 00:00:00,Thailand Open,Volynets K.,Zidansek T.,1.3,3.5,1.39,3.2
WTA,2024-01-30 00:00:00,Thailand Open,Maria T.,Hartono A.,1.73,2.1,1.7,2.25
WTA,2024-01-30 00:00:00,Thailand Open,Fruhvirtova L.,Tikhonova A.,1.5,2.63,,
WTA,2024-01-30 00:00:00,Thailand Open,Bai Z.,Paquet C.,1.67,2.2,1.68,2.27
WTA,2024-01-30 00:00:00,Thailand Open,Zhu L.,Preston T.,1.4,3,1.48,2.8
WTA,2024-01-30 00:00:00,Thailand Open,Schmiedlova A.,Hontama M.,2.3,1.62,2.45,1.6
WTA,2024-01-30 00:00:00,Thailand Open,Putintseva Y.,Naklo T.,1.06,10,1.06,12.19
WTA,2024-01-30 00:00:00,Thailand Open,Wang Y.,Korneeva A.,2.38,1.57,2.35,1.65
WTA,2024-01-31 00:00:00,Thailand Open,Galfi D.,Wang Xiy.,3.75,1.29,3.75,1.3
WTA,2024-01-31 00:00:00,Thailand Open,Shnaider D.,Badosa P.,2.75,1.44,2.76,1.49
WTA,2024-01-31 00:00:00,Thailand Open,Wang Xin.,Hibino N.,1.36,3.2,1.37,3.27
WTA,2024-01-31 00:00:00,Thailand Open,Putintseva Y.,Golubic V.,2.2,1.67,2.28,1.68
WTA,2024-02-01 00:00:00,Thailand Open,Volynets K.,Maria T.,1.73,2.1,1.74,2.17
WTA,2024-02-01 00:00:00,Thailand Open,Wang Y.,Schmiedlova A.,1.5,2.63,1.5,2.72
WTA,2024-02-01 00:00:00,Thailand Open,Zhu L.,Fruhvirtova L.,1.8,2,1.74,2.18
WTA,2024-02-01 00:00:00,Thailand Open,Rodionova Ar.,Bai Z.,2.63,1.5,2.63,1.53
WTA,2024-02-02 00:00:00,Thailand Open,Wang Xin.,Putintseva Y.,1.67,2.2,1.8,2.13
WTA,2024-02-02 00:00:00,Thailand Open,Zhu L.,Rodionova Ar.,1.29,3.75,1.33,3.67
WTA,2024-02-02 00:00:00,Thailand Open,Shnaider D.,Galfi D.,1.57,2.38,1.56,2.61
WTA,2024-02-02 00:00:00,Thailand Open,Wang Y.,Volynets K.,1.62,2.3,1.71,2.27
WTA,2024-02-03 00:00:00,Thailand Open,Shnaider D.,Wang Xin.,1.91,1.91,1.93,1.97
WTA,2024-02-03 00:00:00,Thailand Open,Zhu L.,Wang Y.,1.67,2.2,1.79,2.16
WTA,2024-02-04 00:00:00,Thailand Open,Shnaider D.,Zhu L.,1.91,1.91,1.9,2.01
WTA,2024-01-29 00:00:00,Ladies Linz Open,Pavlyuchenkova A.,Trevisan M.,1.25,4,1.27,4.01
WTA,2024-01-29 00:00:00,Ladies Linz Open,Boulter K.,Paolini J.,2,1.8,1.99,1.88
WTA,2024-01-30 00:00:00,Ladies Linz Open,Burrage J.,Gracheva V.,2.38,1.57,2.28,1.7
WTA,2024-01-30 00:00:00,Ladies Linz Open,Cristian J.,Podoroska N.,1.67,2.2,1.67,2.3
WTA,2024-01-30 00:00:00,Ladies Linz Open,Tauson C.,Giorgi C.,1.44,2.75,1.44,2.96
WTA,2024-01-30 00:00:00,Ladies Linz Open,Cocciaretto E.,Stefanini L.,1.53,2.5,1.56,2.55
WTA,2024-01-30 00:00:00,Ladies Linz Open,Niemeier J.,Blinkova A.,2.38,1.57,2.56,1.56
WTA,2024-01-30 00:00:00,Ladies Linz Open,Bronzetti L.,Kerber A.,2.2,1.67,2.36,1.71
WTA,2024-01-30 00:00:00,Ladies Linz Open,Burel C.,Kraus S.,1.14,5.5,1.17,5.57
WTA,2024-01-31 00:00:00,Ladies Linz Open,Potapova A.,Errani S.,1.17,5,1.23,4.49
WTA,2024-01-31 00:00:00,Ladies Linz Open,Yastremska D.,Andreeva E.,1.73,2.1,1.97,1.9
WTA,2024-01-31 00:00:00,Ladies Linz Open,Siniakova K.,Martic P.,1.73,2.1,1.71,2.22
WTA,2024-01-31 00:00:00,Ladies Linz Open,Burrage J.,Cristian J.,1.8,2,1.9,1.97
WTA,2024-01-31 00:00:00,Ladies Linz Open,Alexandrova E.,Niemeier J.,1.36,3.2,1.31,3.71
WTA,2024-01-31 00:00:00,Ladies Linz Open,Pavlyuchenkova A.,Boulter K.,1.62,2.3,1.67,2.3
WTA,2024-02-01 00:00:00,Ladies Linz Open,Burel C.,Siniakova K.,1.91,1.91,2.06,1.82
WTA,2024-02-01 00:00:00,Ladies Linz Open,Mertens E.,Bronzetti L.,1.36,3.2,1.38,3.25
WTA,2024-02-01 00:00:00,Ladies Linz Open,Vekic D.,Yastremska D.,2.1,1.73,2.16,1.76
WTA,2024-02-01 00:00:00,Ladies Linz Open,Potapova A.,Cocciaretto E.,1.57,2.38,1.67,2.31
WTA,2024-02-01 00:00:00,Ladies Linz Open,Ostapenko J.,Tauson C.,1.73,2.1,1.72,2.2
WTA,2024-02-02 00:00:00,Ladies Linz Open,Vekic D.,Burel C.,1.8,2,1.79,2.15
WTA,2024-02-02 00:00:00,Ladies Linz Open,Alexandrova E.,Potapova A.,1.53,2.5,1.52,2.72
WTA,2024-02-02 00:00:00,Ladies Linz Open,Ostapenko J.,Burrage J.,1.25,4,1.28,4.09
WTA,2024-02-02 00:00:00,Ladies Linz Open,Pavlyuchenkova A.,Mertens E.,1.8,2,1.77,2.18
WTA,2024-02-03 00:00:00,Ladies Linz Open,Alexandrova E.,Vekic D.,1.5,2.63,1.55,2.67
WTA,2024-02-03 00:00:00,Ladies Linz Open,Ostapenko J.,Pavlyuchenkova A.,1.8,2,1.88,2.03
WTA,2024-02-04 00:00:00,Ladies Linz Open,Ostapenko J.,Alexandrova E.,1.57,2.38,1.56,2.61
WTA,2024-02-05 00:00:00,Abu Dhabi WTA Women's Tennis Open,Cirstea S.,Garcia C.,2.2,1.67,2.32,1.66
WTA,2024-02-05 00:00:00,Abu Dhabi WTA Women's Tennis Open,Krueger A.,Pera B.,1.62,2.3,1.68,2.28
WTA,2024-02-05 00:00:00,Abu Dhabi WTA Women's Tennis Open,Haddad Maia B.,Wang Xiy.,1.44,2.75,1.52,2.67
WTA,2024-02-05 00:00:00,Abu Dhabi WTA Women's Tennis Open,Kasatkina D.,Parry D.,1.3,3.5,1.37,3.29
WTA,2024-02-05 00:00:00,Abu Dhabi WTA Women's Tennis Open,Raducanu E.,Bouzkova M.,2.1,1.73,2.17,1.75
WTA,2024-02-06 00:00:00,Abu Dhabi WTA Women's Tennis Open,Sorribes Tormo S.,Noskova L.,3.4,1.33,3.47,1.34
WTA,2024-02-06 00:00:00,Abu Dhabi WTA Women's Tennis Open,Linette M.,Eala A.,1.4,3,1.36,3.35
WTA,2024-02-06 00:00:00,Abu Dhabi WTA Women's Tennis Open,Bucsa C.,Wang Xin.,2.38,1.57,2.33,1.64
WTA,2024-02-06 00:00:00,Abu Dhabi WTA Women's Tennis Open,Collins D.,Osaka N.,1.67,2.2,1.68,2.27
WTA,2024-02-06 00:00:00,Abu Dhabi WTA Women's Tennis Open,Watson H.,Kudermetova V.,3.75,1.29,3.87,1.29
WTA,2024-02-06 00:00:00,Abu Dhabi WTA Women's Tennis Open,Kalinina A.,Bronzetti L.,2.1,1.73,2.12,1.78
WTA,2024-02-06 00:00:00,Abu Dhabi WTA Women's Tennis Open,Samsonova L.,Tsurenko L.,1.57,2.38,1.6,2.49
WTA,2024-02-07 00:00:00,Abu Dhabi WTA Women's Tennis Open,Kasatkina D.,Krueger A.,1.44,2.75,1.47,2.87
WTA,2024-02-07 00:00:00,Abu Dhabi WTA Women's Tennis Open,Haddad Maia B.,Linette M.,1.29,3.75,1.3,3.88
WTA,2024-02-07 00:00:00,Abu Dhabi WTA Women's Tennis Open,Cirstea S.,Sakkari M.,2.5,1.53,2.55,1.57
WTA,2024-02-07 00:00:00,Abu Dhabi WTA Women's Tennis Open,Jabeur O.,Raducanu E.,1.91,1.91,1.98,1.91
WTA,2024-02-08 00:00:00,Abu Dhabi WTA Women's Tennis Open,Krejcikova B.,Sorribes Tormo S.,1.29,3.75,1.29,3.98
WTA,2024-02-08 00:00:00,Abu Dhabi WTA Women's Tennis Open,Samsonova L.,Kalinina A.,1.29,3.75,1.32,3.65
WTA,2024-02-08 00:00:00,Abu Dhabi WTA Women's Tennis Open,Rybakina E.,Collins D.,1.36,3.2,1.4,3.18
WTA,2024-02-08 00:00:00,Abu Dhabi WTA Women's Tennis Open,Bucsa C.,Watson H.,1.73,2.1,1.85,2.05
WTA,2024-02-09 00:00:00,Abu Dhabi WTA Women's Tennis Open,Samsonova L.,Krejcikova B.,1.91,1.91,2.08,1.84
WTA,2024-02-09 00:00:00,Abu Dhabi WTA Women's Tennis Open,Rybakina E.,Bucsa C.,1.07,9,1.11,8.29
WTA,2024-02-09 00:00:00,Abu Dhabi WTA Women's Tennis Open,Haddad Maia B.,Jabeur O.,2.3,1.62,2.16,1.78
WTA,2024-02-09 00:00:00,Abu Dhabi WTA Women's Tennis Open,Kasatkina D.,Cirstea S.,1.8,2,1.83,2.09
WTA,2024-02-10 00:00:00,Abu Dhabi WTA Women's Tennis Open,Kasatkina D.,Haddad Maia B.,2,1.8,2.06,1.85
WTA,2024-02-10 00:00:00,Abu Dhabi WTA Women's Tennis Open,Rybakina E.,Samsonova L.,1.53,2.5,1.52,2.72
WTA,2024-02-11 00:00:00,Abu Dhabi WTA Women's Tennis Open,Rybakina E.,Kasatkina D.,1.29,3.75,1.3,3.94
WTA,2024-02-05 00:00:00,Transylvania Open,Osorio M.,Tomova V.,1.53,2.5,1.56,2.53
WTA,2024-02-05 00:00:00,Transylvania Open,Parrizas Diaz N.,Siegemund L.,2.5,1.53,2.37,1.55
WTA,2024-02-05 00:00:00,Transylvania Open,Tauson C.,Podoroska N.,1.14,5.5,1.17,5.57
WTA,2024-02-05 00:00:00,Transylvania Open,Blinkova A.,Waltert S.,1.36,3.2,1.38,3.22
WTA,2024-02-05 00:00:00,Transylvania Open,Bogdan A.,Parks A.,1.91,1.91,1.85,2.02
WTA,2024-02-05 00:00:00,Transylvania Open,Rus A.,Minnen G.,1.91,1.91,1.9,1.97
WTA,2024-02-06 00:00:00,Transylvania Open,Dart H.,Bondar A.,1.53,2.5,1.58,2.49
WTA,2024-02-06 00:00:00,Transylvania Open,Cornet A.,Wickmayer Y.,1.73,2.1,1.75,2.17
WTA,2024-02-06 00:00:00,Transylvania Open,Maria T.,Bai Z.,1.67,2.2,1.71,2.23
WTA,2024-02-06 00:00:00,Transylvania Open,Andreeva E.,Todoni A.,1.14,5.5,1.17,5.57
WTA,2024-02-06 00:00:00,Transylvania Open,Avanesyan E.,Korpatsch T.,1.8,2,1.88,2
WTA,2024-02-06 00:00:00,Transylvania Open,Sevastova A.,Mitu A.,1.33,3.4,1.32,3.59
WTA,2024-02-06 00:00:00,Transylvania Open,Cristian J.,Bassols M.,3.4,1.33,3.59,1.32
WTA,2024-02-06 00:00:00,Transylvania Open,Pliskova Ka.,Kraus S.,1.29,3.75,1.35,3.42
WTA,2024-02-07 00:00:00,Transylvania Open,Cocciaretto E.,Arango E.,1.2,4.5,1.23,4.56
WTA,2024-02-07 00:00:00,Transylvania Open,Errani S.,Mcnally C.,2.75,1.44,2.72,1.5
WTA,2024-02-07 00:00:00,Transylvania Open,Parrizas Diaz N.,Blinkova A.,2.5,1.53,2.52,1.57
WTA,2024-02-07 00:00:00,Transylvania Open,Rus A.,Cornet A.,1.57,2.38,1.61,2.43
WTA,2024-02-07 00:00:00,Transylvania Open,Bogdan A.,Andreeva E.,2.3,1.62,2.23,1.71
WTA,2024-02-08 00:00:00,Transylvania Open,Dart H.,Cocciaretto E.,3,1.4,2.8,1.48
WTA,2024-02-08 00:00:00,Transylvania Open,Sevastova A.,Avanesyan E.,1.67,2.2,1.73,2.2
WTA,2024-02-08 00:00:00,Transylvania Open,Errani S.,Maria T.,2.38,1.57,2.41,1.61
WTA,2024-02-08 00:00:00,Transylvania Open,Cristian J.,Tauson C.,3.5,1.3,3.83,1.29
WTA,2024-02-08 00:00:00,Transylvania Open,Pliskova Ka.,Osorio M.,1.73,2.1,1.79,2.11
WTA,2024-02-09 00:00:00,Transylvania Open,Dart H.,Parrizas Diaz N.,1.8,2,1.89,2.02
WTA,2024-02-09 00:00:00,Transylvania Open,Cristian J.,Sevastova A.,1.73,2.1,1.81,2.11
WTA,2024-02-09 00:00:00,Transylvania Open,Bogdan A.,Rus A.,1.67,2.2,1.71,2.28
WTA,2024-02-09 00:00:00,Transylvania Open,Pliskova Ka.,Errani S.,1.25,4,1.29,4
WTA,2024-02-10 00:00:00,Transylvania Open,Bogdan A.,Cristian J.,2,1.8,1.94,1.96
WTA,2024-02-10 00:00:00,Transylvania Open,Pliskova Ka.,Dart H.,1.36,3.2,1.39,3.3
WTA,2024-02-11 00:00:00,Transylvania Open,Pliskova Ka.,Bogdan A.,1.44,2.75,1.42,3.14
WTA,2024-02-11 00:00:00,Qatar Open,Kostyuk M.,Dolehide C.,1.29,3.75,1.3,3.78
WTA,2024-02-11 00:00:00,Qatar Open,Tsurenko L.,Sonmez Z.,1.17,5,1.21,4.75
WTA,2024-02-11 00:00:00,Qatar Open,Alexandrova E.,Tomova V.,1.22,4.33,1.25,4.28
WTA,2024-02-11 00:00:00,Qatar Open,Siniakova K.,Vekic D.,2,1.8,2.04,1.84
WTA,2024-02-11 00:00:00,Qatar Open,Collins D.,Kudermetova V.,1.62,2.3,1.66,2.32
WTA,2024-02-11 00:00:00,Qatar Open,Minnen G.,Maria T.,1.44,2.75,1.48,2.81
WTA,2024-02-11 00:00:00,Qatar Open,Andreeva E.,Shnaider D.,2.38,1.57,2.49,1.58
WTA,2024-02-11 00:00:00,Qatar Open,Cirstea S.,Stephens S.,1.67,2.2,1.72,2.21
WTA,2024-02-11 00:00:00,Qatar Open,Zhu L.,Gracheva V.,1.4,3,1.42,3.02
WTA,2024-02-12 00:00:00,Qatar Open,Navarro E.,Paolini J.,1.57,2.38,1.63,2.39
WTA,2024-02-12 00:00:00,Qatar Open,Mertens E.,Stearns P.,1.29,3.75,1.28,3.98
WTA,2024-02-12 00:00:00,Qatar Open,Kalinina A.,Raducanu E.,3,1.4,2.77,1.49
WTA,2024-02-12 00:00:00,Qatar Open,Badosa P.,Krueger A.,1.8,2,1.91,1.96
WTA,2024-02-12 00:00:00,Qatar Open,Fernandez L.A.,Samsonova L.,2.75,1.44,2.55,1.56
WTA,2024-02-12 00:00:00,Qatar Open,Azarenka V.,Frech M.,1.3,3.5,1.29,3.87
WTA,2024-02-12 00:00:00,Qatar Open,Martic P.,Rus A.,1.62,2.3,1.64,2.36
WTA,2024-02-12 00:00:00,Qatar Open,Potapova A.,Trevisan M.,1.62,2.3,1.64,2.36
WTA,2024-02-12 00:00:00,Qatar Open,Linette M.,Hibino N.,1.5,2.63,1.51,2.7
WTA,2024-02-12 00:00:00,Qatar Open,Pavlyuchenkova A.,Kasatkina D.,1.73,2.1,1.81,2.09
WTA,2024-02-12 00:00:00,Qatar Open,Bouzkova M.,Kenin S.,1.53,2.5,1.6,2.44
WTA,2024-02-12 00:00:00,Qatar Open,Noskova L.,Pera B.,1.44,2.75,1.49,2.75
WTA,2024-02-12 00:00:00,Qatar Open,Osaka N.,Garcia C.,2.1,1.73,2.15,1.76
WTA,2024-02-12 00:00:00,Qatar Open,Wang Xin.,Haddad Maia B.,3.4,1.33,3.48,1.34
WTA,2024-02-12 00:00:00,Qatar Open,Pliskova Ka.,Kalinskaya A.,2.3,1.62,2.29,1.68
WTA,2024-02-12 00:00:00,Qatar Open,Swiatek I.,Cirstea S.,1.07,9,1.1,8.7
WTA,2024-02-12 00:00:00,Qatar Open,Vondrousova M.,Minnen G.,1.25,4,1.35,3.47
WTA,2024-02-13 00:00:00,Qatar Open,Zheng Q.,Linette M.,1.2,4.5,1.23,4.6
WTA,2024-02-13 00:00:00,Qatar Open,Pavlyuchenkova A.,Kostyuk M.,1.73,2.1,1.75,2.18
WTA,2024-02-13 00:00:00,Qatar Open,Fernandez L.A.,Badosa P.,1.73,2.1,1.69,2.29
WTA,2024-02-13 00:00:00,Qatar Open,Navarro E.,Mertens E.,2,1.8,2.07,1.83
WTA,2024-02-13 00:00:00,Qatar Open,Azarenka V.,Wang Xin.,1.44,2.75,1.42,3.1
WTA,2024-02-13 00:00:00,Qatar Open,Noskova L.,Sakkari M.,1.91,1.91,1.9,1.99
WTA,2024-02-13 00:00:00,Qatar Open,Collins D.,Bouzkova M.,1.5,2.63,1.52,2.69
WTA,2024-02-13 00:00:00,Qatar Open,Alexandrova E.,Andreeva E.,1.44,2.75,1.51,2.72
WTA,2024-02-13 00:00:00,Qatar Open,Pliskova Ka.,Potapova A.,1.8,2,1.94,1.94
WTA,2024-02-13 00:00:00,Qatar Open,Siniakova K.,Gauff C.,6,1.13,5.82,1.17
WTA,2024-02-13 00:00:00,Qatar Open,Ostapenko J.,Kalinina A.,1.17,5,1.22,4.83
WTA,2024-02-13 00:00:00,Qatar Open,Tsurenko L.,Jabeur O.,3.2,1.36,2.96,1.45
WTA,2024-02-13 00:00:00,Qatar Open,Osaka N.,Martic P.,1.44,2.75,1.55,2.6
WTA,2024-02-13 00:00:00,Qatar Open,Rybakina E.,Zhu L.,1.13,6,1.23,4.67
WTA,2024-02-14 00:00:00,Qatar Open,Pavlyuchenkova A.,Vondrousova M.,1.73,2.1,1.73,2.22
WTA,2024-02-14 00:00:00,Qatar Open,Collins D.,Siniakova K.,1.62,2.3,1.57,2.55
WTA,2024-02-14 00:00:00,Qatar Open,Fernandez L.A.,Zheng Q.,2.75,1.44,2.64,1.54
WTA,2024-02-14 00:00:00,Qatar Open,Pliskova Ka.,Noskova L.,2.5,1.53,2.34,1.66
WTA,2024-02-14 00:00:00,Qatar Open,Osaka N.,Tsurenko L.,1.4,3,1.45,2.96
WTA,2024-02-14 00:00:00,Qatar Open,Rybakina E.,Navarro E.,1.17,5,1.19,5.29
WTA,2024-02-14 00:00:00,Qatar Open,Swiatek I.,Alexandrova E.,1.07,9,1.12,7.69
WTA,2024-02-14 00:00:00,Qatar Open,Azarenka V.,Ostapenko J.,2.3,1.62,2.43,1.62
WTA,2024-02-15 00:00:00,Qatar Open,Pavlyuchenkova A.,Collins D.,2.1,1.73,2.29,1.7
WTA,2024-02-15 00:00:00,Qatar Open,Rybakina E.,Fernandez L.A.,1.25,4,1.26,4.32
WTA,2024-02-15 00:00:00,Qatar Open,Swiatek I.,Azarenka V.,1.13,6,1.15,6.47
WTA,2024-02-15 00:00:00,Qatar Open,Pliskova Ka.,Osaka N.,2.1,1.73,2.28,1.7
WTA,2024-02-16 00:00:00,Qatar Open,Rybakina E.,Pavlyuchenkova A.,1.25,4,1.27,4.27
WTA,2024-02-16 00:00:00,Qatar Open,Swiatek I.,Pliskova Ka.,1.07,9,1.09,9.36
WTA,2024-02-17 00:00:00,Qatar Open,Swiatek I.,Rybakina E.,1.53,2.5,1.61,2.48
WTA,2024-02-18 00:00:00,Dubai Duty Free Tennis Championships,Maria T.,Gracheva V.,1.91,1.91,2.07,1.83
WTA,2024-02-18 00:00:00,Dubai Duty Free Tennis Championships,Stearns P.,Andreeva M.,5.5,1.14,5.33,1.19
WTA,2024-02-18 00:00:00,Dubai Duty Free Tennis Championships,Frech M.,Alexandrova E.,3.2,1.36,3.31,1.38
WTA,2024-02-18 00:00:00,Dubai Duty Free Tennis Championships,Hibino N.,Linette M.,2.63,1.5,2.7,1.52
WTA,2024-02-18 00:00:00,Dubai Duty Free Tennis Championships,Vekic D.,Wang Xin.,1.8,2,1.91,1.98
WTA,2024-02-18 00:00:00,Dubai Duty Free Tennis Championships,Navarro E.,Siniakova K.,1.67,2.2,1.75,2.2
WTA,2024-02-18 00:00:00,Dubai Duty Free Tennis Championships,Kalinskaya A.,Hunter S.,1.3,3.5,1.31,3.74
WTA,2024-02-18 00:00:00,Dubai Duty Free Tennis Championships,Paolini J.,Haddad Maia B.,2.75,1.44,2.6,1.55
WTA,2024-02-18 00:00:00,Dubai Duty Free Tennis Championships,Stephens S.,Burel C.,2,1.8,2.08,1.83
WTA,2024-02-18 00:00:00,Dubai Duty Free Tennis Championships,Cocciaretto E.,Mertens E.,2.75,1.44,2.91,1.45
WTA,2024-02-18 00:00:00,Dubai Duty Free Tennis Championships,Krueger A.,Garcia C.,2.2,1.67,2.21,1.74
WTA,2024-02-18 00:00:00,Dubai Duty Free Tennis Championships,Cirstea S.,Kenin S.,1.57,2.38,1.63,2.4
WTA,2024-02-19 00:00:00,Dubai Duty Free Tennis Championships,Fernandez L.A.,Pera B.,1.33,3.4,1.37,3.32
WTA,2024-02-19 00:00:00,Dubai Duty Free Tennis Championships,Azarenka V.,Rus A.,1.14,5.5,1.16,6.12
WTA,2024-02-19 00:00:00,Dubai Duty Free Tennis Championships,Martic P.,Dolehide C.,1.4,3,1.43,3.02
WTA,2024-02-19 00:00:00,Dubai Duty Free Tennis Championships,Pliskova Ka.,Zhang S.,1.1,7,1.09,9.2
WTA,2024-02-19 00:00:00,Dubai Duty Free Tennis Championships,Potapova A.,Zhu L.,1.73,2.1,1.77,2.15
WTA,2024-02-19 00:00:00,Dubai Duty Free Tennis Championships,Pavlyuchenkova A.,Bouzkova M.,1.44,2.75,1.51,2.74
WTA,2024-02-19 00:00:00,Dubai Duty Free Tennis Championships,Ostapenko J.,Wang Xiy.,1.3,3.5,1.32,3.69
WTA,2024-02-19 00:00:00,Dubai Duty Free Tennis Championships,Kudermetova V.,Yastremska D.,1.62,2.3,1.61,2.44
WTA,2024-02-19 00:00:00,Dubai Duty Free Tennis Championships,Samsonova L.,Tomova V.,1.22,4.33,1.25,4.41
WTA,2024-02-19 00:00:00,Dubai Duty Free Tennis Championships,Sun L.,Badosa P.,4.5,1.2,4.9,1.21
WTA,2024-02-19 00:00:00,Dubai Duty Free Tennis Championships,Svitolina E.,Kalinina A.,1.4,3,1.4,3.18
WTA,2024-02-19 00:00:00,Dubai Duty Free Tennis Championships,Bronzetti L.,Kasatkina D.,4.33,1.22,4.32,1.25
WTA,2024-02-20 00:00:00,Dubai Duty Free Tennis Championships,Paolini J.,Fernandez L.A.,3.5,1.3,3.59,1.33
WTA,2024-02-20 00:00:00,Dubai Duty Free Tennis Championships,Frech M.,Martic P.,1.91,1.91,1.88,2
WTA,2024-02-20 00:00:00,Dubai Duty Free Tennis Championships,Vondrousova M.,Stearns P.,1.3,3.5,1.37,3.36
WTA,2024-02-20 00:00:00,Dubai Duty Free Tennis Championships,Sakkari M.,Navarro E.,2.1,1.73,2.05,1.84
